590022460,CR-REase8+CR-Kinase1,Pkinase,CR-REase8+CR-Kinase1,FOMG_18946,512,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. melonis 26406,hypothetical protein FOMG_18946 [Fusarium oxysporum f. sp. melonis 26406].
590041812,CR-NTPase6+CR-REase9,-,CR-NTPase6+SHH+CR-REase9,FOMG_02603,1156,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. melonis 26406,hypothetical protein FOMG_02603 [Fusarium oxysporum f. sp. melonis 26406].
590029670,CR-Ubl2+REC,DUF605+Response_reg,CR-Ubl2+REC,FOMG_13171,860,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. melonis 26406,"osomolarity two-component system, response regulator SSK1 [Fusarium oxysporum f. sp. melonis 26406]."
590021660,CR-REase8+CR-Kinase1,Choline_kinase,CR-REase8+CR-Kinase1,FOMG_19712,453,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. melonis 26406,hypothetical protein FOMG_19712 [Fusarium oxysporum f. sp. melonis 26406].
590021790,Asco-NTD,APG6,DUF874+Asco-NTD,FOMG_19590,177,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. melonis 26406,"hypothetical protein FOMG_19590, partial [Fusarium oxysporum f. sp. melonis 26406]. "
587731182,CR-REase8+CR-Kinase1,APH,CR-REase8+CR-Kinase1,FOVG_19529,534,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_19529 [Fusarium oxysporum f. sp. pisi HDV247].
587731928,Asco-NTD+CR-REase8+CR-Kinase1,ATP-synt_B+Pkinase,Tox-DDRGK+Asco-NTD+CR-REase8+CR-Kinase1,FOVG_18888,812,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_18888 [Fusarium oxysporum f. sp. pisi HDV247].
587742171,CR-Ubl2+REC,DUF605+Response_reg,SMAD+CR-Ubl2+REC,FOVG_08897,860,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,"osomolarity two-component system, response regulator SSK1 [Fusarium oxysporum f. sp. pisi HDV247]."
587731561,Asco-NTD+CR-REase8+CR-Kinase1,Choline_kinase,Asco-NTD+CR-REase8+CR-Kinase1,FOVG_19222,743,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_19222 [Fusarium oxysporum f. sp. pisi HDV247].
587731944,Asco-NTD+CR-REase8,-,Asco-NTD+CR-REase8,FOVG_18876,236,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_18876 [Fusarium oxysporum f. sp. pisi HDV247].
587742173,CR-Ubl2+REC,DUF605+Response_reg,SMAD+CR-Ubl2+REC,FOVG_08897,841,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,"osomolarity two-component system, response regulator SSK1 [Fusarium oxysporum f. sp. pisi HDV247]."
587731933,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOVG_18893,870,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_18893 [Fusarium oxysporum f. sp. pisi HDV247].
587731945,CR-REase8,-,CR-REase8,FOVG_18877,86,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_18877 [Fusarium oxysporum f. sp. pisi HDV247].
587755940,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,FOVG_01391,741,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_01391 [Fusarium oxysporum f. sp. pisi HDV247].
587731634,Asco-NTD+CR-REase8+CR-Kinase1,Choline_kinase,Asco-NTD+CR-REase8+CR-Kinase1,FOVG_19153,743,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_19153 [Fusarium oxysporum f. sp. pisi HDV247].
587731833,Asco-NTD+CR-REase8+CR-Kinase1,ATP-synt_B+APH,Tox-DDRGK+Asco-NTD+CR-REase8+CR-Kinase1,FOVG_18983,817,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_18983 [Fusarium oxysporum f. sp. pisi HDV247].
587733698,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Ribosomal_L38e+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOVG_17311,748,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_17311 [Fusarium oxysporum f. sp. pisi HDV247].
587731756,CR-REase8,NAD_binding_4,CR-REase8,FOVG_19051,347,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. pisi HDV247,hypothetical protein FOVG_19051 [Fusarium oxysporum f. sp. pisi HDV247].
591404011,Asco-NTD+CR-REase8,-,Asco-NTD+CR-REase8,FOCG_18234,317,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_18234 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
591406360,Asco-NTD+CR-REase8,Atrophin-1,HSA+Asco-NTD+CR-REase8,FOCG_16301,181,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_16301 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
591406356,Asco-NTD+CR-REase8,-,Asco-NTD+CR-REase8,FOCG_16297,414,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_16297 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
591404641,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOCG_17630,744,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_17630 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
591404521,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,FOCG_17745,722,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_17745 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
591409960,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,FOCG_13860,741,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. radicis-lycopersici 26381,hypothetical protein FOCG_13860 [Fusarium oxysporum f. sp. radicis-lycopersici 26381].
590051891,CR-REase8,-,CR-REase8,FOQG_15977,421,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_15977 [Fusarium oxysporum f. sp. raphani 54005].
590048999,CR-REase8,-,CR-REase8,FOQG_18731,131,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_18731 [Fusarium oxysporum f. sp. raphani 54005].
590050590,CR-REase8,Sigma70_ner,CR-REase8,FOQG_17202,484,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_17202 [Fusarium oxysporum f. sp. raphani 54005].
590049394,Asco-NTD+CR-Kinase,GBP_C+Pkinase,Tox-DDRGK+Asco-NTD+CR-Kinase,FOQG_18355,330,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_18355 [Fusarium oxysporum f. sp. raphani 54005].
590050568,Asco-NTD+CR-REase8+CR-Kinase1,CAF-1_p150+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOQG_17221,778,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_17221 [Fusarium oxysporum f. sp. raphani 54005].
590051335,Asco-NTD+CR-REase8,-,Asco-NTD+CR-REase8,FOQG_16489,333,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_16489 [Fusarium oxysporum f. sp. raphani 54005].
590048432,CR-REase8+CR-Kinase1,Pkinase,CR-REase8+CR-Kinase1+PBFP24,FOQG_19285,545,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. raphani 54005,hypothetical protein FOQG_19285 [Fusarium oxysporum f. sp. raphani 54005].
591486584,CR-REase8+CR-Kinase1,Ribosomal_L38e,CR-REase8+CR-Kinase1,FOTG_15282,639,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_15282 [Fusarium oxysporum f. sp. vasinfectum 25433].
591487077,Asco-NTD,-,Asco-NTD,FOTG_14909,140,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_14909 [Fusarium oxysporum f. sp. vasinfectum 25433].
591483419,CR-REase8,Nucleoplasmin,CR-REase8,FOTG_17992,484,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_17992 [Fusarium oxysporum f. sp. vasinfectum 25433].
591482634,Asco-NTD+CR-REase8+CR-Kinase1,Pkinase,Asco-NTD+CR-REase8+CR-Kinase1,FOTG_18574,621,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_18574 [Fusarium oxysporum f. sp. vasinfectum 25433].
591482568,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Choline_kinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOTG_18617,597,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_18617 [Fusarium oxysporum f. sp. vasinfectum 25433].
591506359,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,FOTG_00076,727,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_00076 [Fusarium oxysporum f. sp. vasinfectum 25433].
591481376,Asco-NTD+CR-REase8,DUF874,Asp-B-Hydro+Asco-NTD+CR-REase8,FOTG_19233,316,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_19233 [Fusarium oxysporum f. sp. vasinfectum 25433].
591482651,CR-REase8,-,CR-REase8,FOTG_18563,131,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_18563 [Fusarium oxysporum f. sp. vasinfectum 25433].
591481851,Asco-NTD+CR-REase8,DUF1682,RPN10+Asco-NTD+CR-REase8,FOTG_19028,190,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,"hypothetical protein FOTG_19028, partial [Fusarium oxysporum f. sp. vasinfectum 25433]. "
591485094,Asco-NTD+CR-REase8+CR-Kinase1,APG6,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FOTG_16626,634,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_16626 [Fusarium oxysporum f. sp. vasinfectum 25433].
591486679,Asco-NTD+CR-REase8+CR-Kinase1,DUF1682+Pkinase,KfrA-HTH+Asco-NTD+CR-REase8+CR-Kinase1,FOTG_15241,794,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_15241 [Fusarium oxysporum f. sp. vasinfectum 25433].
591483175,CR-REase8,-,CR-REase8,FOTG_18184,190,eukaryota>fungi>ascomycota,Fusarium oxysporum f. sp. vasinfectum 25433,hypothetical protein FOTG_18184 [Fusarium oxysporum f. sp. vasinfectum 25433].
408392593,Asco-NTD+CR-REase8+CR-Kinase1,-,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FPSE_07881,747,eukaryota>fungi>ascomycota,Fusarium pseudograminearum CS3096,hypothetical protein FPSE_07881 [Fusarium pseudograminearum CS3096].
408398605,Asco-NTD+CR-REase8+CR-Kinase1,Pkinase,CR-REase8+CR-Kinase1,FPSE_02233,431,eukaryota>fungi>ascomycota,Fusarium pseudograminearum CS3096,hypothetical protein FPSE_02233 [Fusarium pseudograminearum CS3096].
685864483,Asco-NTD+CR-REase8+CR-Kinase1,-,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FPSE_07881,747,eukaryota>fungi>ascomycota,Fusarium pseudograminearum CS3096,hypothetical protein FPSE_07881 [Fusarium pseudograminearum CS3096].
685866483,CR-Ubl2+REC,Response_reg,MIP-T3+CR-Ubl2+REC+Tox-REase-5,FPSE_08881,843,eukaryota>fungi>ascomycota,Fusarium pseudograminearum CS3096,hypothetical protein FPSE_08881 [Fusarium pseudograminearum CS3096].
39726379,CR-Ubl2+REC,DUF605+Response_reg,CR-Ubl2+REC,SSK1,785,eukaryota>fungi>ascomycota,Fusarium verticillioides,putative two-component response regulator SSK1p [Fusarium verticillioides]. 
584137180,Asco-NTD+CR-REase8+CR-Kinase1,-,EP1+Asco-NTD+CR-REase8+CR-Kinase1,FVEG_06982,748,eukaryota>fungi>ascomycota,Fusarium verticillioides 7600,hypothetical protein FVEG_06982 [Fusarium verticillioides 7600].
584130531,CR-Ubl2+REC,DUF605+Response_reg,CR-Ubl2+REC,FVEG_02557,843,eukaryota>fungi>ascomycota,Fusarium verticillioides 7600,"osomolarity two-component system, response regulator SSK1 [Fusarium verticillioides 7600]."
584130528,CR-Ubl2+REC,DUF605+Response_reg,CR-Ubl2+REC,FVEG_02557,862,eukaryota>fungi>ascomycota,Fusarium verticillioides 7600,"osomolarity two-component system, response regulator SSK1 [Fusarium verticillioides 7600]."
584138307,CR-NTPase6,-,CR-NTPase6,FVEG_07707,911,eukaryota>fungi>ascomycota,Fusarium verticillioides 7600,hypothetical protein FVEG_07707 [Fusarium verticillioides 7600].
685404206,CR-Ubl2+REC,PAT1+Response_reg,CR-Ubl2+REC,GGTG_04900,951,eukaryota>fungi>ascomycota,Gaeumannomyces graminis var. tritici R3-111a-1,hypothetical protein GGTG_04900 [Gaeumannomyces graminis var. tritici R3-111a-1]. 
636771281,CR-REase8,-,CR-REase8,GLAREA_11480,545,eukaryota>fungi>ascomycota,Glarea lozoyensis ATCC 20868,hypothetical protein GLAREA_11480 [Glarea lozoyensis ATCC 20868]. 
636748901,CR-Ubl2+REC,Retinal+Response_reg,CR-Ubl2+REC,GLAREA_05144,729,eukaryota>fungi>ascomycota,Glarea lozoyensis ATCC 20868,CheY-like protein [Glarea lozoyensis ATCC 20868]. 
636763539,CR-REase8,-,CR-REase8,GLAREA_00994,337,eukaryota>fungi>ascomycota,Glarea lozoyensis ATCC 20868,hypothetical protein GLAREA_00994 [Glarea lozoyensis ATCC 20868]. 
320593941,Asco-NTD+CR-REase8+CR-Kinase1,CAF-1_p150,EP1+Asco-NTD+CR-REase8+CR-Kinase1,CMQ_6665,772,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,hypothetical protein CMQ_6665 [Grosmannia clavigera kw1407].
320589299,CR-REase8,DAO,CR-REase8,CMQ_8227,1103,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,FAD dependent oxidoreductase superfamily [Grosmannia clavigera kw1407]. 
320592464,Asco-NTD,-,Asco-NTD,CMQ_5156,827,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,hypothetical protein CMQ_5156 [Grosmannia clavigera kw1407].
320586418,Asco-NTD+CR-REase8+CR-Kinase1,GRP,Asco-NTD+CR-REase8+CR-Kinase1,CMQ_5509,769,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,hypothetical protein CMQ_5509 [Grosmannia clavigera kw1407].
320592256,CR-NTPase3,-,Tox-ABHYDROLASE2+APATPase,CMQ_1623,1338,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,and nb-arc domain containing protein [Grosmannia clavigera kw1407]. 
320588050,Asco-NTD+CR-REase8,-,Asco-NTD+CR-REase8,CMQ_7527,729,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,metalloprotease m41 [Grosmannia clavigera kw1407].
320592408,CR-Ubl2+REC,Response_reg,CR-Ubl2+REC,CMQ_5100,722,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,two-component response regulator ssk1p [Grosmannia clavigera kw1407]. 
320588947,Asco-NTD+CR-REase8+CR-Kinase1,Trichoplein,DUF874+Asco-NTD+CR-REase8+CR-Kinase1,CMQ_6357,771,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,hypothetical protein CMQ_6357 [Grosmannia clavigera kw1407].
320588608,Asco-NTD+CR-REase8+CR-Kinase1,ATP-synt_B,Asco-NTD+SbcC+CR-REase8+CR-Kinase1,CMQ_6018,843,eukaryota>fungi>ascomycota,Grosmannia clavigera kw1407,phosphotransferase-like protein [Grosmannia clavigera kw1407].
799241786,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Pkinase,MA+Asco-NTD+CR-REase8+CR-Kinase1,HIM_09662,810,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_09662 [Hirsutella minnesotensis 3608]. 
799240423,Asco-NTD+CR-REase8,DUF1682,VbhA+Asco-NTD+CR-REase8,HIM_10717,717,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_10717 [Hirsutella minnesotensis 3608]. 
799237656,Asco-NTD+CR-REase8+CR-Kinase1,DDE_Tnp_1_7+ARGLU+Ribosomal_L38e+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_12528,1085,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_12528 [Hirsutella minnesotensis 3608]. 
799238813,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_11905,836,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11905 [Hirsutella minnesotensis 3608]. 
799237388,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Ribosomal_L38e+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_12625,757,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_12625 [Hirsutella minnesotensis 3608]. 
799239638,Asco-NTD+CR-REase8,ARGLU,EP1+Asco-NTD+CR-REase8,HIM_11311,393,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11311 [Hirsutella minnesotensis 3608]. 
799240248,Asco-NTD+CR-REase8+CR-Kinase1,Trichoplein+Pkinase,Tox-DDRGK+Asco-NTD+CR-REase8+CR-Kinase1,HIM_10861,734,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_10861 [Hirsutella minnesotensis 3608]. 
799238579,Asco-NTD+CR-REase8+CR-Kinase1,CCDC66+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_12051,809,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_12051 [Hirsutella minnesotensis 3608]. 
799245477,CR-Ubl2+REC,Response_reg,CR-Ubl2+REC,HIM_06335,828,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_06335 [Hirsutella minnesotensis 3608]. 
799239910,Asco-NTD+CR-REase8+CR-Kinase1,Trichoplein+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_11115,921,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11115 [Hirsutella minnesotensis 3608]. 
799239214,Asco-NTD+CR-REase8+CR-Kinase1,Pkinase,Asco-NTD+CR-REase8+CR-Kinase1,HIM_11614,765,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11614 [Hirsutella minnesotensis 3608]. 
799241395,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Ribosomal_L38e,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_09980,759,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_09980 [Hirsutella minnesotensis 3608]. 
799240585,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Ribosomal_L38e+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_10590,757,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_10590 [Hirsutella minnesotensis 3608]. 
799238840,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,HIM_11879,744,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11879 [Hirsutella minnesotensis 3608]. 
799240229,Asco-NTD+CR-REase8+CR-Kinase1,ARGLU+Ribosomal_L38e,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_10874,770,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_10874 [Hirsutella minnesotensis 3608]. 
799239298,Asco-NTD+CR-REase8+CR-Kinase1,-,Asco-NTD+CR-REase8+CR-Kinase1,HIM_11555,744,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_11555 [Hirsutella minnesotensis 3608]. 
799238336,Asco-NTD+CR-REase8+CR-Kinase1,DDRGK+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_12200,809,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_12200 [Hirsutella minnesotensis 3608]. 
799240823,Asco-NTD+CR-REase8+CR-Kinase1,CAF-1_p150+Pkinase,EP1+Asco-NTD+CR-REase8+CR-Kinase1,HIM_10440,899,eukaryota>fungi>ascomycota,Hirsutella minnesotensis 3608,hypothetical protein HIM_10440 [Hirsutella minnesotensis 3608]. 
225561677,Asco-NTD+CR-REase8+CR-Kinase1,KfrA_N+APH,VirB5+Asco-NTD+CR-REase8+CR-Kinase1,HCBG_01602,828,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225555494,Asco-NTD+CR-REase8+CR-Kinase1,HSDR_N_2+APH,SHELIX+Asco-NTD+CR-REase8+CR-Kinase1,HCBG_07912,757,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225555000,CR-REase8,-,CR-REase8,HCBG_08626,256,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225562299,CR-NTPase5+CR-REase3,-,CR-NTPase5+CR-REase3,HCBG_00033,655,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225558196,CR-Ubl2+REC,Response_reg,CR-Ubl2+REC,HCBG_04700,905,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225554641,Asco-NTD+CR-REase8+CR-Kinase1,Pkinase,Asco-NTD+CR-REase8+CR-Kinase1,HCBG_08840,647,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225557994,Asco-NTD+CR-REase8+CR-Kinase1,ATP-synt_B,KfrA-HTH+Asco-NTD+CR-REase8+CR-Kinase1,HCBG_05595,688,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225558651,Asco-NTD+CR-REase8+CR-Kinase1,DUF3812,Asco-NTD+CR-REase8+SMAD+IG+CR-Kinase,HCBG_05155,748,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225554303,Asco-NTD+CR-REase8+CR-Kinase1,RIO1,Asco-NTD+CR-REase8+CR-Kinase1,HCBG_09168,729,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,conserved hypothetical protein [Histoplasma capsulatum G186AR]. 
225556355,Asco-NTD,-,Asco-NTD,HCBG_07285,161,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,predicted protein [Histoplasma capsulatum G186AR].
225555543,CR-REase8,-,CR-REase8,HCBG_07960,402,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,predicted protein [Histoplasma capsulatum G186AR].
225558650,CR-REase8,-,CR-REase8,HCBG_05154,220,eukaryota>fungi>ascomycota,Histoplasma capsulatum G186AR,predicted protein [Histoplasma capsulatum G186AR].
240279429,CR-REase8,-,CR-REase8,HCDG_02832,285,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240274379,CR-REase8,-,CR-REase8,HCDG_07630,229,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240275280,Asco-NTD+CR-REase8+CR-Kinase1,APH,SHELIX+Asco-NTD+CR-REase8+CR-Kinase1,HCDG_06738,733,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240277348,CR-REase8,-,CR-REase8,HCDG_05446,256,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240276985,CR-REase8+CR-Kinase1,Cwf_Cwc_15+Pkinase,CR-REase8+CR-Kinase1,HCDG_05084,700,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240277153,CR-Ubl2+REC,Response_reg,CR-Ubl2+REC,HCDG_05251,910,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,response regulator [Histoplasma capsulatum H143]. 
240273762,Asco-NTD+CR-REase8+CR-Kinase1,APH,Asco-NTD+CR-REase8+CR-Kinase1,HCDG_08732,676,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240279205,CR-NTPase5+CR-REase3,-,CR-NTPase5+CR-REase3,HCDG_02608,655,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240277118,Asco-NTD+CR-REase8,DDRGK,EP1+Asco-NTD+CR-REase8,HCDG_05217,388,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240273432,CR-REase8,-,CR-REase8,HCDG_08403,322,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
240273013,Asco-NTD+CR-REase8+CR-Kinase1,KfrA_N,VirB5+Asco-NTD+CR-REase8+CR-Kinase1,HCDG_09421,723,eukaryota>fungi>ascomycota,Histoplasma capsulatum H143,conserved hypothetical protein [Histoplasma capsulatum H143]. 
325093975,CR-Ubl2+REC,Response_reg,CR-Ubl2+REC,HCEG_06500,910,eukaryota>fungi>ascomycota,Histoplasma capsulatum H88,response regulator [Histoplasma capsulatum H88].
325090723,CR-REase8,-,CR-REase8,HCEG_03248,222,eukaryota>fungi>ascomycota,Histoplasma capsulatum H88,conserved hypothetical protein [Histoplasma capsulatum H88].
325091852,Asco-NTD+CR-REase8,-,Asco-NTD,HCEG_04377,167,eukaryota>fungi>ascomycota,Histoplasma capsulatum H88,conserved hypothetical protein [Histoplasma capsulatum H88].
